sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,decile_score,priors_count,two_year_recid
Male,48,African-American,0,4,0,0,10,F,Grand Theft in the 3rd Degree,0,4,10,0
Male,23,African-American,0,8,0,0,0,M,Battery,0,8,0,0
Male,23,Caucasian,0,7,0,0,2,F,Grand Theft in the 3rd Degree,1,7,2,1
Male,47,Asian,0,1,0,0,1,M,Battery,0,1,1,0
Male,21,Other,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Male,29,African-American,0,9,0,0,0,M,Battery,1,9,0,1
Male,48,Caucasian,0,1,0,0,2,F,arrest case no charge,0,1,2,0
Male,37,Caucasian,0,4,0,0,4,M,Battery,1,4,4,1
Male,50,Caucasian,0,3,0,0,3,F,Felony Battery (Dom Strang),0,3,3,0
Male,19,African-American,0,8,0,0,3,F,Burglary Dwelling Armed,1,8,3,1
Male,39,Caucasian,0,3,0,0,2,M,Opert With Susp DL 2ND Offense,0,3,2,0
Male,49,African-American,2,3,0,0,13,F,Driving While License Revoked,0,3,13,0
Male,58,Caucasian,0,5,0,0,2,F,Resist Officer w/Violence,0,5,2,0
Male,31,African-American,0,8,0,0,6,F,Possession of Cocaine,0,8,6,0
Male,23,African-American,0,7,0,2,1,M,Battery,0,7,1,0
Female,23,African-American,0,3,0,0,0,F,Aggravated Assault W/Dead Weap,1,3,0,1
Male,31,Caucasian,0,8,0,0,17,F,Possession of Oxycodone,1,8,17,1
Male,33,Other,0,1,0,0,0,F,arrest case no charge,1,1,0,1
Male,57,Caucasian,0,2,0,0,6,F,Grand Theft in the 3rd Degree,0,2,6,0
Female,31,Caucasian,0,2,0,0,0,M,Battery,0,2,0,0
Male,57,African-American,0,6,0,0,19,F,Possession of Cocaine,0,6,19,0
Male,57,Caucasian,0,5,0,0,12,M,DUI - Enhanced,0,5,12,0
Male,29,African-American,0,7,0,0,6,M,Battery,1,7,6,1
Male,30,African-American,0,1,0,0,0,M,Battery,1,1,0,1
Male,45,African-American,0,3,0,0,11,F,Felony Battery w/Prior Convict,0,3,11,0
Male,42,Caucasian,0,5,0,0,0,F,Tampering With Physical Evidence,0,5,0,0
Male,48,Other,0,2,0,0,7,F,Carrying Concealed Firearm,0,2,7,0
Male,29,African-American,0,8,2,0,12,F,Tampering With Physical Evidence,1,8,12,1
Male,23,Caucasian,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Female,28,Caucasian,0,2,0,0,0,F,Driving While License Revoked,0,2,0,0
Male,41,African-American,0,7,0,0,3,F,Felony Driving While Lic Suspd,0,7,3,0
Male,25,African-American,0,2,0,0,1,M,Battery,1,2,1,1
Female,34,Caucasian,0,5,0,0,3,M,Battery,0,5,3,0
Male,53,African-American,0,5,0,0,26,F,Possession of Cocaine,1,5,26,1
Female,28,African-American,0,3,0,0,1,F,Battery on Law Enforc Officer,1,3,1,1
Male,27,African-American,0,2,0,0,0,F,Tampering With Physical Evidence,0,2,0,0
Male,39,African-American,0,4,0,0,4,F,Aggrav Child Abuse-Agg Battery,0,4,4,0
Female,55,Caucasian,0,4,0,0,6,F,Aggrav Battery w/Deadly Weapon,0,4,6,0
Male,27,African-American,0,5,0,0,4,F,arrest case no charge,1,5,4,1
Male,30,Caucasian,0,10,0,1,7,F,Dealing in Stolen Property,1,10,7,1
Male,31,African-American,3,10,0,1,15,M,Battery,1,10,15,1
Male,20,African-American,0,9,0,1,1,M,Aggravated Battery / Pregnant,1,9,1,1
Male,26,Caucasian,0,9,0,0,2,F,Aggravated Assault W/Dead Weap,1,9,2,1
Male,44,African-American,0,5,0,0,7,F,Possession of Cocaine,1,5,7,1
Male,33,African-American,0,10,0,0,17,F,arrest case no charge,1,10,17,1
Male,34,Caucasian,0,1,0,0,0,F,Fleeing or Eluding a LEO,1,1,0,1
Male,27,Caucasian,0,2,0,0,0,M,Battery,0,2,0,0
Male,21,African-American,0,7,0,1,1,F,Possession of Cannabis,1,7,1,1
Male,29,African-American,0,2,0,0,4,F,Felony Driving While Lic Suspd,1,2,4,0
Male,27,African-American,0,6,0,0,7,F,Driving While License Revoked,0,6,7,0
Female,24,Caucasian,0,8,0,0,0,F,Uttering a Forged Instrument,0,8,0,0
Male,29,African-American,0,5,0,0,0,F,Driving While License Revoked,1,5,0,1
Male,20,Caucasian,0,3,0,0,0,F,Child Abuse,0,3,0,0
Female,23,Caucasian,0,3,0,0,0,F,Possession of Cocaine,0,3,0,0
Female,48,African-American,0,1,0,0,0,M,DUI Property Damage/Injury,0,1,0,0
Male,34,African-American,0,1,0,0,0,M,Driving Under The Influence,1,1,0,1
Male,46,African-American,0,6,0,0,1,M,Battery,1,6,1,1
Female,41,Caucasian,0,5,0,0,3,F,Driving While License Revoked,0,5,3,0
Male,26,African-American,0,6,0,0,3,F,Del Cannabis At/Near Park,1,6,3,1
Male,37,African-American,0,8,0,0,11,F,Felony Driving While Lic Suspd,1,8,11,1
Female,54,Caucasian,0,5,0,0,7,F,arrest case no charge,0,5,7,0
Female,25,African-American,0,10,0,0,5,M,Trespass Structure/Conveyance,0,10,5,0
Female,22,Caucasian,0,3,0,0,2,F,arrest case no charge,0,3,2,0
Male,32,African-American,0,1,0,0,7,F,Felony Driving While Lic Suspd,0,1,7,0
Male,44,African-American,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Male,28,African-American,0,1,0,0,1,F,Burglary Conveyance Assault/Bat,0,1,1,0
Male,60,African-American,0,1,0,0,3,M,DUI - Enhanced,0,1,3,0
Male,49,Caucasian,0,1,0,0,0,F,Possession of Cocaine,0,1,0,0
Male,32,African-American,0,4,0,0,9,F,Robbery W/Firearm,0,4,9,0
Male,30,African-American,0,4,0,0,10,M,Battery,1,4,10,1
Male,52,Caucasian,0,1,0,0,0,F,Manufacture Cannabis,0,1,0,0
Female,27,African-American,0,10,0,0,1,M,Pos Cannabis W/Intent Sel/Del,0,10,1,0
Male,34,African-American,0,10,0,0,0,F,Poss Wep Conv Felon,0,10,0,0
Male,55,African-American,0,4,0,0,5,F,Felony Battery w/Prior Convict,1,4,5,1
Male,37,African-American,0,6,0,0,6,M,Battery,0,6,6,0
Male,33,African-American,0,7,0,0,0,M,Resist/Obstruct W/O Violence,0,7,0,0
Male,22,African-American,0,6,0,0,0,F,Possession of Cannabis,1,6,0,1
Female,27,African-American,0,2,0,0,0,M,Assault,0,2,0,0
Male,20,African-American,0,5,0,2,0,F,Uttering a Forged Instrument,1,5,0,1
Male,33,Caucasian,0,2,0,0,0,F,Burglary Assault/Battery Armed,0,2,0,0
Male,26,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Male,29,African-American,0,5,0,0,0,M,DWLS Canceled Disqul 1st Off,0,5,0,0
Male,32,African-American,0,3,0,0,1,M,Driving Under The Influence,0,3,1,0
Male,37,Caucasian,0,1,0,0,4,M,Battery,0,1,4,0
Male,31,African-American,0,10,0,0,15,F,arrest case no charge,0,10,15,0
Male,29,African-American,0,8,0,0,6,F,Driving While License Revoked,1,8,6,1
Male,31,African-American,0,4,0,0,6,F,arrest case no charge,0,4,6,0
Female,36,Caucasian,0,3,0,0,2,F,Aggrav Battery w/Deadly Weapon,0,3,2,0
Male,35,African-American,0,6,0,0,4,M,Poss Of Controlled Substance,0,6,4,0
Female,37,African-American,0,1,0,0,1,F,Burglary With Assault/battery,0,1,1,0
Male,34,Caucasian,0,2,0,0,5,M,Petit Theft,1,2,5,1
Male,20,Caucasian,0,5,0,0,1,M,Assault,1,5,1,1
Female,50,African-American,0,6,0,0,12,M,Battery,1,6,12,1
Male,24,Caucasian,0,9,0,2,8,F,Felony Petit Theft,1,9,8,1
Male,29,African-American,0,9,1,0,8,M,Battery,1,9,8,1
Female,45,African-American,0,1,0,0,1,F,Driving While License Revoked,0,1,1,0
Male,34,Caucasian,0,7,0,0,2,F,arrest case no charge,1,7,2,1
Male,70,African-American,0,1,0,0,0,M,Driving Under The Influence,0,1,0,0
Male,26,African-American,0,4,0,0,2,F,arrest case no charge,0,4,2,0
Male,23,African-American,1,9,0,0,4,F,arrest case no charge,0,9,4,0
Male,27,Caucasian,0,4,0,0,5,M,Driving License Suspended,0,4,5,0
Male,44,Caucasian,0,6,0,0,6,F,Grand Theft in the 3rd Degree,1,6,6,1
Male,23,African-American,0,3,0,0,2,M,arrest case no charge,1,3,2,1
Male,26,African-American,0,5,0,0,0,M,Battery,0,5,0,0
Female,23,Caucasian,0,6,0,0,2,M,Battery,0,6,2,0
Male,27,African-American,0,9,0,0,3,F,arrest case no charge,1,9,3,1
Female,46,Caucasian,0,2,0,0,1,F,Felony Batt(Great Bodily Harm),1,2,1,0
Female,27,African-American,1,5,0,0,1,F,arrest case no charge,0,5,1,0
Male,45,Caucasian,0,2,0,0,7,F,Felony Battery,0,2,7,0
Male,42,African-American,0,5,0,0,1,M,arrest case no charge,0,5,1,0
Female,24,Caucasian,0,5,1,0,3,M,Battery,1,5,3,1
Male,20,African-American,1,8,1,1,2,F,arrest case no charge,1,8,2,1
Male,49,Caucasian,0,4,0,0,3,F,Possession of Cocaine,0,4,3,0
Male,29,Caucasian,0,9,0,0,8,M,arrest case no charge,1,9,8,1
Male,29,Hispanic,0,2,0,0,0,F,Carrying Concealed Firearm,0,2,0,0
Female,52,Caucasian,0,1,0,0,1,F,Battery on Law Enforc Officer,0,1,1,0
Male,37,Hispanic,0,1,0,0,4,M,Battery,1,1,4,1
Male,26,African-American,0,3,0,0,1,M,Battery,1,3,1,0
Male,53,African-American,0,1,0,0,15,F,Felony Driving While Lic Suspd,1,1,15,1
Male,47,Hispanic,0,1,0,0,1,F,arrest case no charge,0,1,1,0
Male,38,African-American,0,8,0,0,0,M,Extradition/Defendants,1,8,0,1
Male,25,African-American,0,6,0,0,1,F,Possession of Cocaine,0,6,1,0
Male,21,African-American,1,10,0,0,1,F,Burglary Conveyance Unoccup,1,10,1,1
Male,48,African-American,0,1,0,0,0,M,Battery,0,1,0,0
Female,40,Caucasian,0,2,0,0,1,F,Possession of Cocaine,0,2,1,0
Female,24,Other,0,3,0,0,0,F,Uttering a Forged Instrument,0,3,0,0
Male,22,African-American,0,4,0,0,0,F,Burglary Dwelling Occupied,1,4,0,1
Male,36,African-American,0,8,0,0,4,M,arrest case no charge,0,8,4,0
Male,38,Caucasian,0,2,0,0,2,M,Battery,0,2,2,0
Male,23,Other,0,3,0,0,0,F,Felony Battery (Dom Strang),1,3,0,1
Male,54,Other,0,1,0,0,2,M,Battery,0,1,2,0
Male,24,Hispanic,0,4,0,0,1,F,arrest case no charge,0,4,1,0
Female,44,Caucasian,0,1,0,0,0,M,Disorderly Conduct,1,1,0,1
Female,23,African-American,0,7,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,7,2,1
Male,64,Caucasian,0,1,0,0,0,M,Operating W/O Valid License,0,1,0,0
Male,38,Caucasian,0,5,0,0,5,M,Felony/Driving Under Influence,1,5,5,1
Female,45,Other,0,1,0,0,0,M,Battery,0,1,0,0
Male,49,African-American,0,5,0,0,1,F,Grand Theft in the 3rd Degree,0,5,1,0
Female,45,African-American,0,7,0,0,3,F,Possession of Cocaine,0,7,3,0
Male,33,Asian,0,1,0,0,0,M,Battery,0,1,0,0
Male,44,Hispanic,0,2,0,0,2,F,Leaving the Scene of Accident,0,2,2,0
Male,51,African-American,0,1,0,0,3,F,arrest case no charge,0,1,3,0
Male,50,African-American,0,1,0,0,0,F,Possession of Cocaine,0,1,0,0
Male,33,Caucasian,0,2,2,0,2,M,Viol Injunct Domestic Violence,0,2,2,0
Female,54,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,28,Hispanic,0,5,0,0,3,F,Possession of Cannabis,1,5,3,1
Male,33,Caucasian,0,9,0,1,14,F,arrest case no charge,0,9,14,0
Male,42,African-American,0,7,0,0,17,M,arrest case no charge,1,7,17,1
Male,34,Caucasian,0,1,0,0,3,F,Driving While License Revoked,0,1,3,0
Male,38,Caucasian,0,3,0,0,2,F,Corrupt Public Servant,1,3,2,1
Male,21,African-American,0,9,0,0,1,F,Bribery Athletic Contests,1,9,1,1
Male,33,African-American,0,4,0,0,5,F,Felony Driving While Lic Suspd,0,4,5,0
Male,32,African-American,0,7,0,1,9,M,arrest case no charge,1,7,9,1
Male,45,Caucasian,0,1,0,0,1,M,Battery,0,1,1,0
Male,30,Caucasian,0,8,0,0,1,F,Possession Of Heroin,1,8,1,1
Female,29,African-American,0,10,0,0,0,F,Agg Battery Grt/Bod/Harm,0,10,0,0
Male,44,African-American,0,3,0,0,3,M,Driving License Suspended,0,3,3,0
Female,51,Caucasian,0,1,0,0,0,M,Battery,1,1,0,1
Female,28,African-American,0,3,0,0,0,F,Aggravated Assault W/Dead Weap,0,3,0,0
Male,27,Caucasian,0,3,0,0,1,F,Possession of Cannabis,0,3,1,0
Male,28,Hispanic,0,10,0,0,16,F,Possession Of Heroin,1,10,16,1
Female,30,African-American,0,2,0,0,0,F,Grand Theft on 65 Yr or Older,0,2,0,0
Male,32,African-American,0,7,0,0,0,M,Battery,0,7,0,0
Male,27,Caucasian,0,4,0,0,5,F,Grand Theft in the 3rd Degree,0,4,5,0
Male,21,Hispanic,0,5,0,0,1,F,Battery on Law Enforc Officer,1,5,1,1
Male,21,African-American,0,5,0,0,0,F,Burglary Structure Unoccup,0,5,0,0
Female,34,Caucasian,0,3,0,0,0,F,Tamper With Witness/Victim/CI,1,3,0,1
Male,24,African-American,0,9,0,0,7,F,Crim Attempt/Solic/Consp,1,9,7,1
Male,32,Caucasian,0,1,0,0,0,M,Driving License Suspended,0,1,0,0
Female,38,Caucasian,0,6,0,0,5,F,arrest case no charge,1,6,5,1
Male,56,African-American,0,1,0,0,3,M,arrest case no charge,0,1,3,0
Female,44,African-American,0,1,0,0,0,M,Battery,0,1,0,0
Male,31,African-American,0,5,0,0,1,M,DWLS Canceled Disqul 1st Off,1,5,1,1
Female,25,Caucasian,0,7,0,0,6,F,arrest case no charge,0,7,6,0
Female,20,African-American,0,5,0,0,0,M,Battery,0,5,0,0
Male,35,African-American,0,5,0,0,1,M,Battery,0,5,1,0
Male,33,African-American,0,4,0,0,1,F,Agg Battery Grt/Bod/Harm,1,4,1,1
Male,24,African-American,0,3,0,0,0,M,Battery,0,3,0,0
Female,40,Hispanic,0,2,0,0,2,M,arrest case no charge,0,2,2,0
Male,27,African-American,0,9,0,0,9,F,Poss Pyrrolidinovalerophenone,1,9,9,1
Female,21,African-American,0,3,0,0,2,M,Petit Theft,0,3,2,0
Male,38,African-American,0,5,0,0,9,F,Grand Theft in the 3rd Degree,1,5,9,1
Male,20,Caucasian,0,6,0,1,0,F,Grand Theft Dwell Property,1,6,0,1
Male,30,African-American,0,3,0,0,9,F,Driving While License Revoked,1,3,9,1
Male,36,Caucasian,0,6,0,0,9,F,arrest case no charge,1,6,9,1
Male,23,African-American,0,9,0,0,2,M,Viol Injunct Domestic Violence,1,9,2,1
Male,39,African-American,0,10,0,0,21,F,Driving While License Revoked,1,10,21,1
Male,32,African-American,0,6,0,0,3,M,Resist/Obstruct W/O Violence,0,6,3,0
Male,29,Caucasian,0,6,0,0,3,F,Pos Cannabis W/Intent Sel/Del,1,6,3,1
Male,58,Caucasian,0,1,0,0,2,M,Viol Injunct Domestic Violence,1,1,2,1
Male,23,Hispanic,0,7,0,1,2,F,Grand Theft in the 3rd Degree,0,7,2,0
Male,23,Caucasian,0,8,0,0,3,M,Petit Theft,1,8,3,1
Female,68,African-American,0,2,0,0,5,F,Possession of Cocaine,0,2,5,0
Female,26,Caucasian,0,5,0,0,2,M,Battery,0,5,2,0
Male,51,African-American,0,4,0,0,0,F,Possession of Cocaine,1,4,0,1
Male,25,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Male,40,African-American,0,9,0,0,5,F,Felony Driving While Lic Suspd,1,9,5,1
Male,51,African-American,0,5,0,0,14,F,arrest case no charge,0,5,14,0
Male,27,African-American,0,5,0,0,2,M,Prowling/Loitering,1,5,2,1
Male,49,African-American,0,5,0,0,11,M,Viol Prot Injunc Repeat Viol,1,5,11,1
Male,36,Other,0,1,0,0,0,M,Battery,0,1,0,0
Male,28,Caucasian,0,7,0,0,5,M,arrest case no charge,0,7,5,0
Male,20,African-American,0,3,0,0,0,F,Burglary Dwelling Assault/Batt,0,3,0,0
Male,21,African-American,0,10,0,0,2,F,Possession of Cocaine,1,10,2,1
Female,31,African-American,0,2,0,0,0,F,Agg Battery Grt/Bod/Harm,0,2,0,0
Male,57,African-American,0,1,0,0,0,M,Battery,0,1,0,0
Female,61,Caucasian,0,3,0,0,8,F,Resist Officer w/Violence,1,3,8,1
Male,35,Hispanic,0,1,0,0,3,F,Burglary Structure Unoccup,1,1,3,1
Male,54,African-American,0,6,0,0,3,F,arrest case no charge,1,6,3,1
Male,39,Caucasian,0,3,0,0,0,F,Possession of Cocaine,0,3,0,0
Male,24,African-American,0,7,1,0,1,F,Possession of Cocaine,0,7,1,0
Female,29,Hispanic,0,4,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,4,0,1
Male,48,African-American,0,9,0,1,8,F,Possession of Cocaine,1,9,8,1
Male,30,African-American,0,7,0,1,6,M,Resist/Obstruct W/O Violence,1,7,6,1
Male,26,African-American,0,10,1,0,10,F,Possession of Cocaine,1,10,10,1
Male,36,Caucasian,0,5,0,0,2,F,arrest case no charge,0,5,2,0
Male,37,African-American,0,9,0,0,12,F,Pos Cannabis W/Intent Sel/Del,1,9,12,1
Male,26,African-American,0,6,0,0,4,F,Burglary Dwelling Occupied,1,6,4,1
Male,29,African-American,0,10,0,0,7,M,Petit Theft,1,10,7,1
Male,26,African-American,0,6,0,0,1,M,Viol Pretrial Release Dom Viol,1,6,1,1
Male,60,African-American,0,1,0,0,2,F,Possession of Cocaine,0,1,2,0
Male,27,Caucasian,0,7,0,0,2,F,Poss/Sell/Del/Man Amobarbital,1,7,2,1
Male,41,African-American,2,7,0,0,16,F,Grand Theft in the 3rd Degree,1,7,16,1
Male,22,Caucasian,0,6,0,1,1,F,Poss Contr Subst W/o Prescript,0,6,1,0
Male,28,African-American,0,7,0,0,3,F,arrest case no charge,0,7,3,0
Male,33,African-American,0,6,0,0,13,F,Carrying Concealed Firearm,1,6,13,1
Male,28,African-American,0,2,0,0,2,F,arrest case no charge,1,2,2,0
Male,55,Caucasian,0,1,0,0,0,M,Battery,1,1,0,1
Male,21,African-American,0,8,1,0,6,F,Burglary Unoccupied Dwelling,1,8,6,1
Male,28,Hispanic,0,3,0,0,2,F,Kidnapping / Domestic Violence,1,3,2,1
Female,22,Hispanic,0,2,0,0,0,M,Battery,0,2,0,0
Female,29,Caucasian,0,7,0,0,6,F,Possession of Cocaine,1,7,6,1
Male,45,African-American,0,1,0,0,5,F,Felony/Driving Under Influence,0,1,5,0
Male,24,African-American,0,8,0,0,2,M,Tresspass Struct/Conveyance,1,8,2,1
Male,50,African-American,0,1,0,0,12,F,Possession of Cocaine,1,1,12,1
Male,24,African-American,0,6,0,0,1,M,Battery,1,6,1,1
Male,47,African-American,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Male,57,Caucasian,0,1,0,0,1,M,Battery,0,1,1,0
Male,54,Caucasian,0,1,0,0,6,F,Aggravated Battery / Pregnant,0,1,6,0
Female,42,Caucasian,0,2,0,0,0,M,Battery,0,2,0,0
Male,35,Caucasian,0,3,0,0,5,F,Cruelty to Animals,0,3,5,0
Male,30,African-American,0,4,0,0,0,F,Driving While License Revoked,1,4,0,1
Male,53,Caucasian,0,1,0,0,1,F,Dealing in Stolen Property,0,1,1,0
Female,31,African-American,0,3,0,0,2,M,Exposes Culpable Negligence,0,3,2,0
Male,83,Caucasian,0,1,0,0,4,F,arrest case no charge,0,1,4,0
Male,46,Hispanic,0,6,0,0,15,F,Uttering a Forged Instrument,0,6,15,0
Male,31,African-American,0,2,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,2,0,1
Male,23,Other,0,10,0,0,4,F,Grand Theft in the 3rd Degree,0,10,4,0
Male,47,African-American,0,4,0,0,9,F,Felony Battery w/Prior Convict,1,4,9,0
Male,31,Hispanic,0,6,0,0,4,F,Agg Fleeing and Eluding,0,6,4,0
Male,50,African-American,0,8,0,0,0,M,,0,8,0,0
Male,24,African-American,0,9,1,0,9,M,Operating W/O Valid License,1,9,9,1
Female,22,African-American,0,9,1,0,2,F,Aggrav Battery w/Deadly Weapon,0,9,2,0
Male,45,Hispanic,0,1,0,0,1,M,Possess Cannabis/20 Grams Or Less,0,1,1,0
Female,30,African-American,0,2,0,0,2,F,Grand Theft in the 3rd Degree,0,2,2,0
Male,30,Other,0,8,0,0,5,M,arrest case no charge,1,8,5,1
Male,36,African-American,0,2,0,0,4,M,Driving License Suspended,0,2,4,0
Female,43,Caucasian,0,10,0,0,22,M,Trespass Private Property,1,10,22,1
Male,50,African-American,0,1,0,0,0,M,Battery,0,1,0,0
Female,24,Other,0,4,0,0,2,F,Possession Of Methamphetamine,1,4,2,1
Female,42,Caucasian,0,5,0,0,3,F,False Ownership Info/Pawn Item,0,5,3,0
Female,29,Caucasian,0,7,0,0,1,F,Grand Theft in the 3rd Degree,1,7,1,1
Female,28,Hispanic,0,3,0,0,2,F,Burglary Conveyance Unoccup,0,3,2,0
Male,31,Hispanic,0,1,0,0,0,M,Assault,0,1,0,0
Male,25,African-American,0,9,0,0,5,F,arrest case no charge,1,9,5,1
Male,36,African-American,0,5,0,0,4,F,Aggrav Battery w/Deadly Weapon,0,5,4,0
Male,24,African-American,0,5,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,1,5,1,1
Male,28,Caucasian,0,5,0,0,5,F,Driving While License Revoked,0,5,5,0
Male,31,Caucasian,0,1,0,0,0,M,Battery,1,1,0,1
Male,23,African-American,0,4,0,0,0,F,Aggravated Assault W/dead Weap,0,4,0,0
Male,29,Caucasian,0,6,0,0,4,M,Viol Injunct Domestic Violence,1,6,4,1
Male,51,African-American,0,5,0,0,11,M,Petit Theft $100- $300,1,5,11,1
Male,34,African-American,0,5,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,5,1,0
Male,29,African-American,0,2,0,0,12,F,Driving While License Revoked,1,2,12,1
Male,39,African-American,0,10,1,0,13,F,Possession of Cocaine,1,10,13,1
Female,36,Hispanic,0,2,0,0,0,M,Burglary Structure Unoccup,0,2,0,0
Male,59,African-American,0,6,0,0,15,M,arrest case no charge,1,6,15,1
Male,23,African-American,0,8,0,2,3,F,Grand Theft (Motor Vehicle),1,8,3,1
Male,31,African-American,0,8,0,0,15,F,Felony Driving While Lic Suspd,0,8,15,0
Male,53,Caucasian,0,1,0,0,0,M,Resist/Obstruct W/O Violence,0,1,0,0
Male,34,African-American,0,7,0,0,12,F,Unauth C/P/S Sounds>1000/Audio,0,7,12,0
Female,63,African-American,0,1,0,0,1,F,Possession of Cannabis,0,1,1,0
Male,21,Other,0,4,0,0,0,F,Tampering With Physical Evidence,1,4,0,1
Female,21,African-American,0,7,0,0,0,F,Possession Of Alprazolam,1,7,0,1
Male,47,Caucasian,0,9,0,0,28,F,Corrupt Public Servant,1,9,28,1
Male,34,African-American,0,5,0,0,7,F,Possession of Cocaine,1,5,7,1
Male,43,African-American,0,1,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,0,1,1,0
Male,58,Caucasian,0,5,0,0,4,F,Felony Petit Theft,1,5,4,1
Female,40,Hispanic,0,3,0,0,4,F,Grand Theft (Motor Vehicle),1,3,4,1
Male,36,African-American,3,8,0,0,16,F,arrest case no charge,1,8,16,1
Female,23,African-American,0,4,0,0,0,M,Battery,1,4,0,0
Male,34,African-American,0,2,0,0,5,F,Possession Burglary Tools,1,2,5,1
Male,56,Caucasian,0,2,0,0,13,F,arrest case no charge,0,2,13,0
Female,52,Caucasian,0,1,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,1,0,0
Male,56,African-American,0,2,0,0,0,F,False Imprisonment,0,2,0,0
Female,37,African-American,0,1,0,0,0,M,Exposes Culpable Negligence,0,1,0,0
Female,50,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,25,African-American,0,2,0,0,1,F,Grand Theft in the 3rd Degree,1,2,1,1
Male,22,African-American,0,5,0,0,0,F,Possession of Cocaine,1,5,0,1
Female,43,Caucasian,0,1,0,0,0,M,Battery,1,1,0,1
Male,30,Caucasian,0,2,0,0,1,M,Battery,0,2,1,0
Male,29,Asian,0,1,0,0,0,F,Battery on a Person Over 65,0,1,0,0
Male,24,Caucasian,0,2,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,2,0,0
Male,29,African-American,0,8,0,0,7,M,Battery,1,8,7,1
Female,27,Caucasian,0,3,0,0,3,F,Possession Of Amphetamine,0,3,3,0
Female,24,Caucasian,0,4,0,0,0,F,Possession Of Heroin,0,4,0,0
Female,74,African-American,0,1,0,0,0,F,Felony Petit Theft,0,1,0,0
Male,27,African-American,0,7,0,1,8,M,arrest case no charge,1,7,8,1
Male,37,Hispanic,0,2,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,2,1,1
Male,39,African-American,0,10,1,1,8,F,Possession of Cocaine,1,10,8,1
Male,29,Caucasian,0,2,0,0,5,F,Driving While License Revoked,0,2,5,0
Male,25,African-American,0,3,0,0,0,M,Unlaw Use False Name/Identity,1,3,0,1
Female,35,African-American,0,3,0,0,5,F,Neglect Child / No Bodily Harm,0,3,5,0
Male,29,African-American,0,6,0,0,1,M,Battery,1,6,1,1
Male,36,Caucasian,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Male,61,African-American,0,4,0,0,13,F,Possession of Cocaine,1,4,13,1
Male,26,Caucasian,0,4,0,0,2,F,Carrying Concealed Firearm,0,4,2,0
Male,28,African-American,0,5,0,0,1,M,Resist/Obstruct W/O Violence,0,5,1,0
Female,26,African-American,0,5,0,0,1,F,arrest case no charge,0,5,1,0
Female,39,Caucasian,0,6,1,0,11,F,Felony Petit Theft,1,6,11,1
Male,22,African-American,0,4,1,0,3,F,Grand Theft in the 3rd Degree,1,4,3,1
Male,28,Caucasian,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0,3,0,0
Male,51,Caucasian,0,1,0,0,1,F,Possession Of Alprazolam,1,1,1,1
Female,35,Hispanic,0,2,0,0,0,M,Battery,0,2,0,0
Female,23,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Male,29,African-American,1,6,2,0,6,F,Crim Use of Personal ID Info,1,6,6,1
Male,20,Other,0,3,0,0,0,F,Uttering a Forged Instrument,1,3,0,1
Male,24,African-American,0,9,0,2,1,M,arrest case no charge,1,9,1,1
Female,23,Hispanic,0,4,1,0,2,M,Battery,0,4,2,0
Female,33,African-American,0,7,0,0,5,F,Aggravated Assault W/Dead Weap,0,7,5,0
Male,21,Caucasian,1,3,0,0,1,F,arrest case no charge,1,3,1,1
Male,59,Caucasian,0,1,0,0,3,M,Battery,0,1,3,0
Male,26,Caucasian,0,4,0,0,4,F,Tamper With Witness/Victim/CI,1,4,4,1
Male,36,Caucasian,0,1,0,0,0,M,,1,1,0,0
Male,38,Other,0,1,0,0,2,F,Grand Theft in the 3rd Degree,0,1,2,0
Male,19,Caucasian,1,9,3,2,5,M,arrest case no charge,1,9,5,1
Male,28,Hispanic,0,8,0,0,2,F,Grand Theft in the 3rd Degree,0,8,2,0
Male,23,Hispanic,0,5,0,0,2,F,arrest case no charge,1,5,2,1
Male,21,African-American,0,5,0,2,1,F,Obstruct Officer W/Violence,1,5,1,1
Male,52,African-American,0,1,0,0,0,M,Battery,1,1,0,1
Male,56,African-American,0,5,0,0,12,F,Possession of Cocaine,1,5,12,1
Male,40,Caucasian,0,4,0,0,1,M,DUI Property Damage/Injury,0,4,1,0
